field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd
"688","25426701",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 234-25,서울특별시 강남구 봉은사로,127.034644704252,37.5078382482953,"2019","4",언주역,179.960081794658,"1"
"689","20380167",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 34-21,서울특별시 강남구 논현로,127.029517689597,37.5159507677051,"2019","3",학동역,270.660396276148,"1"
"690","20687168",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 735-32,서울특별시 강남구 테헤란로20길,127.034124193421,37.4990757403139,"2019","1",동오역,128.703463470625,"1"
"691","20696225",커피빈코리아방배역점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 909-8,서울특별시 서초구 효령로,126.996925642159,37.4814564825576,"2019","9",방배역,20.7119992938583,"1"
"692","23201658",커피빈,"11680",강남구,"1168011000",압구정동,서울특별시 강남구 압구정동 442,서울특별시 강남구 압구정로29길,127.026981632115,37.5317974156021,"2019","0",압구정역,923.879437236396,"1"
"693","20470512",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1328-3,서울특별시 서초구 강남대로,127.028197228786,37.4956481730487,"2019","9",강남역,427.620997395483,"1"
"694","20005513",커피빈코리아역삼점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 668-17,서울특별시 강남구 논현로,127.036502483304,37.502338961594,"2019","2",동오역,346.347754393154,"1"
"695","25992659",커피빈코리아테헤란로비,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 707-2,서울특별시 강남구 테헤란로,127.045033948395,37.5029308525436,"2019","2",선릉역,294.901678199805,"1"
"696","25992731",커피빈코리아테헤란로하이,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 890-60,서울특별시 강남구 테헤란로70길,127.053143077013,37.504735168954,"2019","0",선릉역,459.114266644852,"1"
"697","25991543",커피빈코리아역삼역4,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.034884401544,37.5006407794803,"2019","1",동오역,158.737697533021,"1"
"698","25990509",커피빈코리아압구정로데오,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.038991260853,37.5261110066291,"2019","1",압구정로데오역,421.007889015641,"1"
"699","8921308",커피빈,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 77-11,서울특별시 강남구 영동대로,127.059466773108,37.5145531319402,"2019","4",봉은사역,335.766160848655,"1"
"700","8696922",커피빈코리아압구정에스점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 660-1,서울특별시 강남구 압구정로46길,127.036893070846,37.5282744591627,"2019","2",압구정로데오역,407.81503533847,"1"
"701","25991098",커피빈코리아올림픽공원,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 88,서울특별시 송파구 올림픽로,127.115776502358,37.5203493948844,"2019","2",한성백제역,486.044600885447,"1"
"702","26445960",커피빈코리아논현동팍스타워,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036664991663,37.509936177251,"2019","2",언주역,471.587043145146,"1"
"703","19992231",커피빈삼성로점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 120-13,서울특별시 강남구 삼성로,127.05413099802,37.5106990610071,"2019","2",중앙역,506.792109882541,"1"
"704","20608022",더커피빈앤티리프,"11680",강남구,"1168011500",수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.103094324391,37.4873110374136,"2019","6",수서역,245.730965383745,"1"
"705","23779055",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1317-31,서울특별시 서초구 서초대로73길,127.025716956944,37.4985381518182,"2019","5",강남역,815.922555172298,"1"
"706","23415742",커피빈,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 425,서울특별시 강남구 논현로,127.043232821419,37.481876594572,"2019","3",매봉역,645.807618882548,"1"
"707","20613511",커피빈,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 570-12,서울특별시 강남구 논현로167길,127.027405642062,37.5244122928567,"2019","1",압구정역,126.121173806035,"1"
"708","20010357",커피빈,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 92-12,서울특별시 강남구 도산대로67길,127.044408516548,37.5244880169564,"2019","3",압구정로데오역,616.085964777795,"1"
"709","20413973",커피빈,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 530-4,서울특별시 강남구 압구정로12길,127.022325923935,37.5235503948197,"2019","2",신사역,536.58243804529,"1"
"710","20391346",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1572-7,서울특별시 서초구 서초대로,127.012354946611,37.4929577920548,"2019","2",서초역,401.76739347127,"1"
"711","20497137",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 705-1,서울특별시 강남구 테헤란로,127.047209664779,37.5043811001854,"2019","0",선릉역,172.582453892078,"1"
"712","20016170",커피빈,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 1141,서울특별시 서초구 신반포로,126.987210696283,37.501737407512,"2019","1",구반포역,90.1420882758077,"1"
"713","20024243",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039457996029,37.5214743850308,"2019","2",압구정로데오역,898.781632988357,"1"
"714","20656771",커피빈,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 627-17,서울특별시 강남구 언주로,127.032781866655,37.523348151123,"2019","2",압구정역,394.723657940972,"1"
"715","23698616",커피빈,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 181-3,서울특별시 송파구 올림픽로,127.081676403989,37.5114120093593,"2019","0",종합운동장역,652.716729298554,"1"
"716","20007363",커피빈,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 736-17,서울특별시 서초구 강남대로,127.022803927157,37.5068488415252,"2019","4",신논현역,815.847069297086,"1"
"717","20701159",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 88-9,서울특별시 강남구 학동로,127.03203413062,37.514673901446,"2019","0",학동역,47.8906757584171,"1"
"718","23486140",커피빈,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 851-4,서울특별시 서초구 방배로,126.992825964204,37.4895310965763,"2019","4",내방역,159.361698958137,"1"
"719","20484104",커피빈,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 648-12,서울특별시 강남구 도산대로49길,127.036974187175,37.5237248097997,"2019","1",압구정로데오역,739.465223898383,"1"
"720","23767397",커피빈코리아현대자동차강남오토스퀘어점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 831-21,서울특별시 강남구 강남대로,127.029959127242,37.4940767955719,"2019","7",강남역,201.975330011198,"1"
"721","25990534",커피빈코리아고대안암역,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 101-3,서울특별시 성북구 개운사길,127.029558656269,37.5869806658445,"2019","4",안암역,98.5386929567109,"1"
"722","25992775",커피빈코리아뉴교보타워옆,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1304,서울특별시 서초구 강남대로,127.024864400949,37.5023515888989,"2019","12",신논현역,794.085229485527,"1"
"723","25992038",커피빈코리아선릉로86,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 889-74,서울특별시 강남구 선릉로86길,127.050513848898,37.5033624806187,"2019","3",선릉역,192.244522196513,"1"
"724","25991768",커피빈코리아대치포스코,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.056164781276,37.5045881509052,"2019","0",한티역,721.560519708934,"1"
"725","25991156",커피빈코리아서초우성아,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1330-8,서울특별시 서초구 사임당로,127.028336934523,37.4927208908577,"2019","4",강남역,214.400480795609,"1"
"726","25989745",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 814-5,서울특별시 강남구 강남대로,127.026044486533,37.5020549661299,"2019","14",신논현역,736.129117846342,"1"
"727","25992464",커피빈코리아국기원사거,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 827-65,서울특별시 강남구 테헤란로8길,127.032149001631,37.4961401538692,"2019","0",강남역,438.13300246367,"1"
"728","25989762",커피빈코리아강남역먹자,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 816-6,서울특별시 강남구 테헤란로1길,127.027279995112,37.5001008472006,"2019","8",신논현역,840.991833377793,"1"
"729","25992546",커피빈코리아트레이드타,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159-1,서울특별시 강남구 영동대로,127.061012608393,37.5103484923478,"2019","2",봉은사역,529.820641652564,"1"
"730","8972360",커피빈,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 88,서울특별시 강남구 선릉로158길,127.040821546998,37.5254230653213,"2019","1",압구정로데오역,447.920480407354,"1"
"731","9218388",커피빈코리아CBTL잠실홈플러스점,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-12,서울특별시 송파구 올림픽로35가길,127.102985725638,37.5162432391894,"2019","0",잠실역,254.465140259521,"1"
"732","25740575",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 826-14,서울특별시 강남구 강남대로,127.029776927322,37.4950484396584,"2019","7",강남역,309.724884250116,"1"
"733","25610496",커피빈,"11680",강남구,"1168011500",수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.103094324391,37.4873110374136,"2019","6",수서역,245.730965383745,"1"
"734","25701057",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 820-9,서울특별시 강남구 강남대로,127.027611818409,37.4989322076542,"2019","4",강남역,779.396392398627,"1"
"735","25627454",커피빈,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 108-12,서울특별시 강남구 봉은사로103길,127.061757425653,37.5150038564702,"2019","2",봉은사역,134.747215124692,"1"
"736","20385889",커피빈,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 242-9,서울특별시 송파구 석촌호수로,127.090004643288,37.5074307158543,"2019","4",잠실새내역,462.345384874558,"1"
"737","20390997",커피빈,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 418,서울특별시 강남구 논현로38길,127.045040168555,37.4855675353595,"2019","7",매봉역,216.02986027572,"1"
"738","20027234",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 653,서울특별시 강남구 남부순환로,127.057935032394,37.4924199889895,"2019","1",도곡역,326.311296158333,"1"
"739","20027749",커피빈,"11350",노원구,"1135010600",중계동,서울특별시 노원구 중계동 359-11,서울특별시 노원구 한글비석로,127.076455974647,37.6512046410954,"2019","5",상계역,1123.71930769675,"1"
"740","20027501",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 650-9,서울특별시 강남구 논현로,127.034940318209,37.5068404935954,"2019","4",언주역,159.973077519904,"1"
"741","20611988",커피빈코리아압구정로데오점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.038991260853,37.5261110066291,"2019","1",압구정로데오역,421.007889015641,"1"
"742","20382185",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036664991663,37.509936177251,"2019","2",언주역,471.587043145146,"1"
"743","20594675",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1685-8,서울특별시 서초구 서초중앙로24길,127.016393422594,37.495442355068,"2019","3",교대역,106.610446299445,"1"
"744","20027192",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.056164781276,37.5045881509052,"2019","0",한티역,721.560519708934,"1"
"745","22109135",커피빈코리아수유역점,"11305",강북구,"1130510200",번동,서울특별시 강북구 번동 418-3,서울특별시 강북구 도봉로,127.027028498779,37.6386704071897,"2019","6",수유역,541.479176878144,"1"
"746","20093809",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 889-74,서울특별시 강남구 선릉로86길,127.050513848898,37.5033624806187,"2019","3",선릉역,192.244522196513,"1"
"747","25873274",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1307-18,서울특별시 서초구 강남대로65길,127.025310229469,37.5002468007788,"2019","9",신논현역,927.635055376646,"1"
"748","25745854",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1320-10,서울특별시 서초구 서초대로74길,127.026895290214,37.4966286166951,"2019","7",강남역,581.989233700996,"1"
"749","25782820",커피빈남부터미널점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1602-5,서울특별시 서초구 서초중앙로,127.015562231387,37.4855328319513,"2019","4",남부터미널역,125.087573514638,"1"
"750","20507848",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1304,서울특별시 서초구 강남대로,127.024864400949,37.5023515888989,"2019","12",신논현역,794.085229485527,"1"
"751","25226698",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1361-1,서울특별시 서초구 강남대로,127.032321434472,37.4871580335374,"2019","5",양재역,279.758020902757,"1"
"752","11921207",커피빈코리아방배카페골목,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 761-6,서울특별시 서초구 방배중앙로,126.985516688457,37.4957038434011,"2019","2",구반포역,662.508718280699,"1"
"753","25933914",커피빈,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 580-5,서울특별시 강남구 논현로175길,127.027900744457,37.5263626394908,"2019","3",압구정역,315.264141146801,"1"
"754","11793480",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 895-1,서울특별시 강남구 삼성로85길,127.054269276563,37.5042215784262,"2019","0",한티역,605.13723805476,"1"
"755","11926876",커피빈코리아강남역142,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1307-18,서울특별시 서초구 강남대로65길,127.025310229469,37.5002468007788,"2019","9",신논현역,927.635055376646,"1"
"756","11921205",커피빈코리아강남역랭기지,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.030074547889,37.4965196043765,"2019","0",강남역,465.097769959455,"1"
"757","11751889",커피빈코리아고대참살이길점,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 102-10,서울특별시 성북구 인촌로24길,127.029527080303,37.5850521759835,"2019","3",안암역,116.939041130247,"1"
"758","11774296",커피빈코리아포스코옆삼성로86길점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 942-16,서울특별시 강남구 삼성로86길,127.058286255073,37.5058755720448,"2019","1",한티역,948.028705179014,"1"
"759","11861382",커피빈코리아삼성오크우드,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219039363,37.5083640085869,"2019","3",중앙역,771.685402633689,"1"
"760","11934149",커피빈대치동나무병원점대치동나무병원점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 994-5,서울특별시 강남구 영동대로,127.067620573853,37.4992547639566,"2019","1",학여울역,465.275669456676,"1"
"761","12106397",커피빈코리아대치사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 961,서울특별시 강남구 삼성로,127.058989581839,37.5030068072398,"2019","3",한티역,778.563655103322,"1"
"762","12425775",커피빈예술의전당앞점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1451-81,서울특별시 서초구 반포대로,127.01316532553,37.4812147966293,"2019","4",남부터미널역,633.653405904425,"1"
"763","12433922",커피빈,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 40-4,서울특별시 서초구 신반포로47길,127.019436303055,37.510947756462,"2019","2",잠원역,717.958098594609,"1"
"764","12228541",커피빈코리아역삼동태광타워점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 718-20,서울특별시 강남구 테헤란로34길,127.039866719878,37.5010508130235,"2019","2",역삼역,67.8641993008515,"1"
"765","12425938",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1328-7,서울특별시 서초구 강남대로,127.028337240378,37.4953159341662,"2019","8",강남역,389.797239629317,"1"
"766","12455492",커피빈삼성역글라스타워뒷점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 947,서울특별시 강남구 영동대로85길,127.062874525423,37.5070834352286,"2019","4",봉은사역,854.392529919177,"1"
"767","12464735",커피빈,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.124872301331,37.4796170833121,"2019","4",장지역,273.23995953745,"1"
"768","12552347",커피빈코리아도곡동지오빌딩점,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 543-1,서울특별시 강남구 도곡로,127.041652882473,37.4922619966497,"2019","4",매봉역,734.663837699131,"1"
"769","12518035",커피빈코리아노원역점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 724-1,서울특별시 노원구 노해로,127.062397480367,37.65440053774,"2019","4",노원역,169.685616849523,"1"
"770","12229526",커피빈코리아서초역1번출구점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1553-3,서울특별시 서초구 서초대로,127.009257830783,37.491994761973,"2019","2",서초역,163.184985354563,"1"
"771","12119970",커피빈코리아매헌역점,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 326-8,서울특별시 서초구 동산로,127.040118508499,37.4690022265171,"2019","3",양재시민의숲역,191.491122687263,"1"
"772","12603643",커피빈코리아한티역디마크빌딩점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.055213389641,37.496615204091,"2019","2",한티역,430.356719541872,"1"
"773","12593614",커피빈,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 748-12,서울특별시 서초구 강남대로,127.023838618381,37.5046948677776,"2019","3",신논현역,756.459942556454,"1"
"774","12493022",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1316-5,서울특별시 서초구 서초대로,127.024498668666,37.4974288106161,"2019","3",교대역,689.570777495031,"1"
"775","12502385",커피빈,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 643-1,서울특별시 송파구 법원로,127.120997943551,37.4860489500657,"2019","0",문정역,196.507404724775,"1"
"776","12599693",커피빈,"11290",성북구,"1129011100",삼선동1가,서울특별시 성북구 삼선동1가 25,서울특별시 성북구 삼선교로,127.007120538766,37.5875689488494,"2019","3",한성대입구역,156.845153551501,"1"
"777","12596126",커피빈코리아위례2차아이파크점,"11710",송파구,"1171010900",장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로,127.143743892245,37.478547924507,"2019","3",거여역,1749.68527382596,"1"
"778","12597914",커피빈코리아논현2015번지점,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.026033586479,37.5055059138927,"2019","2",신논현역,545.466681394997,"1"
"779","12582976",커피빈,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 634,서울특별시 송파구 충민로,127.124940952848,37.477608217824,"2019","1",장지역,149.006189480193,"1"
"780","12579030",커피빈,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 44-2,서울특별시 송파구 위례성대로,127.112751353487,37.5169207098985,"2019","1",몽촌토성역,174.959921556147,"1"
"781","12553985",커피빈,"11305",강북구,"1130510300",수유동,서울특별시 강북구 수유동 191-70,서울특별시 강북구 한천로139길,127.025708529718,37.6391010207022,"2019","6",수유역,664.718111671923,"1"
"782","12491626",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 822-5,서울특별시 강남구 테헤란로,127.029263750169,37.4988737095725,"2019","2",동오역,557.918206249028,"1"
"783","15994470",커피빈,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 206-11,서울특별시 송파구 양재대로71길,127.125780932867,37.5093408418741,"2019","2",방이역,148.512783561107,"1"
"784","16203378",커피빈,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 303,서울특별시 송파구 도곡로64길,127.078857704701,37.5051457354013,"2019","1",종합운동장역,774.3377094953,"1"
"785","16183887",커피빈,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 150,서울특별시 송파구 중대로,127.118887344542,37.4905295314257,"2019","2",가락시장역,271.25248490237,"1"
"786","16183360",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 904-19,서울특별시 강남구 역삼로77길,127.056264472694,37.5029580355234,"2019","2",한티역,586.838427720908,"1"
"787","28510156",COFFEEBEAN영동2교사거리점,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 425,서울특별시 강남구 논현로,127.043232821419,37.481876594572,"2019","3",매봉역,645.807618882548,"1"
"788","22646116",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 705-19,서울특별시 강남구 테헤란로,127.048222908235,37.5047496908904,"2020","2",선릉역,180.727910757811,"1"
"789","20027174",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.030074547889,37.4965196043765,"2020","0",강남역,465.097769959455,"1"
"790","20017448",커피빈,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 118-17,서울특별시 강남구 압구정로,127.047215839761,37.5252495612624,"2020","0",강남구청역,781.128462594076,"1"
"791","20023467",커피빈,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 76,서울특별시 강남구 삼성로,127.050021491746,37.5199018862561,"2020","2",강남구청역,309.228226587672,"1"
"792","20486773",커피빈,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 142-43,서울특별시 강남구 테헤란로,127.052167445764,37.5058626747859,"2020","1",선릉역,453.483626322882,"1"
"793","20010357",커피빈,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 92-12,서울특별시 강남구 도산대로67길,127.044408516548,37.5244880169564,"2020","3",압구정로데오역,616.085964777795,"1"
"794","20016170",커피빈,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 1141,서울특별시 서초구 신반포로,126.987210696283,37.501737407512,"2020","1",구반포역,90.1420882758077,"1"
"795","20687168",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 735-32,서울특별시 강남구 테헤란로20길,127.034124193421,37.4990757403139,"2020","1",동오역,128.703463470625,"1"
"796","16203378",커피빈,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 303,서울특별시 송파구 도곡로64길,127.078857704701,37.5051457354013,"2020","1",종합운동장역,774.3377094953,"1"
"797","20497137",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 705-1,서울특별시 강남구 테헤란로,127.047209664779,37.5043811001854,"2020","0",선릉역,172.582453892078,"1"
"798","25933914",커피빈,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 580-5,서울특별시 강남구 논현로175길,127.027900744457,37.5263626394908,"2020","3",압구정역,315.264141146801,"1"
"799","23191870",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.034884401544,37.5006407794803,"2020","1",동오역,158.737697533021,"1"
"800","20385889",커피빈,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 242-9,서울특별시 송파구 석촌호수로,127.090004643288,37.5074307158543,"2020","4",잠실새내역,462.345384874558,"1"
"801","8972360",커피빈,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 88,서울특별시 강남구 선릉로158길,127.040821546998,37.5254230653213,"2020","1",압구정로데오역,447.920480407354,"1"
"802","20017083",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1365-9,서울특별시 서초구 남부순환로,127.031314745784,37.4845547388246,"2020","5",양재역,185.20259506095,"1"
"803","20594675",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1685-8,서울특별시 서초구 서초중앙로24길,127.016393422594,37.495442355068,"2020","3",교대역,106.610446299445,"1"
"804","12229526",커피빈코리아서초역1번출구점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1553-3,서울특별시 서초구 서초대로,127.009257830783,37.491994761973,"2020","2",서초역,163.184985354563,"1"
"805","25992546",커피빈코리아트레이드타,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159-1,서울특별시 강남구 영동대로,127.061012608393,37.5103484923478,"2020","2",봉은사역,529.820641652564,"1"
"806","20027749",커피빈,"11350",노원구,"1135010600",중계동,서울특별시 노원구 중계동 359-11,서울특별시 노원구 한글비석로,127.076455974647,37.6512046410954,"2020","5",상계역,1123.71930769675,"1"
"807","20611988",커피빈코리아압구정로데오점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.038991260853,37.5261110066291,"2020","1",압구정로데오역,421.007889015641,"1"
"808","20027234",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 653,서울특별시 강남구 남부순환로,127.057935032394,37.4924199889895,"2020","1",도곡역,326.311296158333,"1"
"809","20027501",커피빈,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 650-9,서울특별시 강남구 논현로,127.034940318209,37.5068404935954,"2020","4",언주역,159.973077519904,"1"
"810","20027192",커피빈,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.056164781276,37.5045881509052,"2020","0",한티역,721.560519708934,"1"
"811","12228541",커피빈코리아역삼동태광타워점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 718-20,서울특별시 강남구 테헤란로34길,127.039866719878,37.5010508130235,"2020","2",역삼역,67.8641993008515,"1"
"812","20390997",커피빈,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 418,서울특별시 강남구 논현로38길,127.045040168555,37.4855675353595,"2020","7",매봉역,216.02986027572,"1"
"813","20382185",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036664991663,37.509936177251,"2020","2",언주역,471.587043145146,"1"
"814","12425938",커피빈,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1328-7,서울특별시 서초구 강남대로,127.028337240378,37.4953159341662,"2020","8",강남역,389.797239629317,"1"
"815","20608022",더커피빈앤티리프,"11680",강남구,"1168011500",수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.103094324391,37.4873110374136,"2020","6",수서역,245.730965383745,"1"
"816","12433922",커피빈,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 40-4,서울특별시 서초구 신반포로47길,127.019436303055,37.510947756462,"2020","2",잠원역,717.958098594609,"1"
"817","12425775",커피빈예술의전당앞점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1451-81,서울특별시 서초구 반포대로,127.01316532553,37.4812147966293,"2020","4",남부터미널역,633.653405904425,"1"
"818","20024243",커피빈,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039457996029,37.5214743850308,"2020","2",압구정로데오역,898.781632988357,"1"
"819","19911397",커피빈코리아선릉로93길점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 696-42,서울특별시 강남구 선릉로93길,127.047883157395,37.505675040058,"2020","2",선릉역,286.147511419298,"1"
