field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd,star,coffee,paul,mega,paik,com,high,low,total
653,12455492,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 947,서울특별시 강남구 영동대로85길,127.0628745,37.50708344,2018,4,봉은사역,854.3925299,1,39,48,3,6,6,2,90,14,104
654,12552347,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 543-1,서울특별시 강남구 도곡로,127.0416529,37.492262,2018,4,매봉역,734.6638377,1,9,11,0,0,0,2,21,2,23
655,12518035,커피빈,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 724-1,서울특별시 노원구 노해로,127.0623975,37.65440054,2018,4,노원역,169.6856168,1,13,4,0,13,4,2,17,19,36
656,12464735,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2018,4,장지역,273.2399595,1,15,13,0,7,2,4,28,13,41
657,12579030,커피빈,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 44-2,서울특별시 송파구 위례성대로,127.1127514,37.51692071,2018,1,몽촌토성역,174.9599216,1,16,11,0,0,2,0,27,2,29
658,12491626,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 822-5,서울특별시 강남구 테헤란로,127.0292638,37.49887371,2018,2,동오역,557.9182062,1,71,59,3,3,9,0,134,12,146
659,12553985,커피빈,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 191-70,서울특별시 강북구 한천로139길,127.0257085,37.63910102,2018,6,수유역,664.7181117,1,3,3,0,6,2,0,6,8,14
660,12582976,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 634,서울특별시 송파구 충민로,127.124941,37.47760822,2018,1,장지역,149.0061895,1,15,13,0,7,2,4,28,13,41
661,12597914,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.0260336,37.50550591,2018,2,신논현역,545.4666814,1,32,25,8,1,2,1,65,4,69
662,12502385,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 643-1,서울특별시 송파구 법원로,127.1209979,37.48604895,2018,0,문정역,196.5074047,1,15,13,0,7,2,4,28,13,41
663,12493022,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1316-5,서울특별시 서초구 서초대로,127.0244987,37.49742881,2018,3,교대역,689.5707775,1,52,62,14,5,6,1,128,14,142
664,15994470,커피빈,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 206-11,서울특별시 송파구 양재대로71길,127.1257809,37.50934084,2018,2,방이역,148.5127836,1,16,11,0,0,2,0,27,2,29
665,16203378,커피빈,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 303,서울특별시 송파구 도곡로64길,127.0788577,37.50514574,2018,1,종합운동장역,774.3377095,1,9,9,3,1,4,0,21,5,26
666,16183887,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 150,서울특별시 송파구 중대로,127.1188873,37.49052953,2018,2,가락시장역,271.2524849,1,15,13,0,7,2,4,28,13,41
667,16183360,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 904-19,서울특별시 강남구 역삼로77길,127.0562645,37.50295804,2018,2,한티역,586.8384277,1,39,48,3,6,6,2,90,14,104
668,19911397,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 696-42,서울특별시 강남구 선릉로93길,127.0478832,37.50567504,2019,2,선릉역,286.1475114,1,71,59,3,3,9,0,134,12,146
669,20004707,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2019,2,교대역,394.3143782,1,52,62,14,5,6,1,128,14,142
670,22646116,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 705-19,서울특별시 강남구 테헤란로,127.0482229,37.50474969,2019,2,선릉역,180.7279108,1,71,59,3,3,9,0,134,12,146
671,19921902,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 816-6,서울특별시 강남구 테헤란로1길,127.02728,37.50010085,2019,8,신논현역,840.9918334,1,71,59,3,3,9,0,134,12,146
672,20027174,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.0300745,37.4965196,2019,0,강남역,465.09777,1,71,59,3,3,9,0,134,12,146
673,20023467,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76,서울특별시 강남구 삼성로,127.0500215,37.51990189,2019,2,강남구청역,309.2282266,1,21,15,9,0,2,0,45,2,47
674,20017448,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 118-17,서울특별시 강남구 압구정로,127.0472158,37.52524956,2019,0,강남구청역,781.1284626,1,21,15,9,0,2,0,45,2,47
675,23191870,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.0348844,37.50064078,2019,1,동오역,158.7376975,1,71,59,3,3,9,0,134,12,146
676,20015976,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-14,서울특별시 강남구 영동대로,127.0688065,37.49756112,2019,2,학여울역,282.0362804,1,39,48,3,6,6,2,90,14,104
677,20017217,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 924-9,서울특별시 강남구 선릉로64길,127.0541518,37.49829169,2019,0,한티역,248.1056675,1,39,48,3,6,6,2,90,14,104
678,20005667,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1321-15,서울특별시 서초구 서초대로74길,127.0256838,37.49673577,2019,4,강남역,658.8198558,1,52,62,14,5,6,1,128,14,142
679,20012558,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.0594268,37.50962404,2019,0,봉은사역,664.3952501,1,41,19,12,0,3,1,72,4,76
680,20068611,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1330-8,서울특별시 서초구 사임당로,127.0283369,37.49272089,2019,4,강남역,214.4004808,1,52,62,14,5,6,1,128,14,142
681,20027162,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 45-4,서울특별시 강남구 학동로,127.0466127,37.51841471,2019,2,강남구청역,59.92828735,1,21,15,9,0,2,0,45,2,47
682,20283656,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 707-2,서울특별시 강남구 테헤란로,127.0450339,37.50293085,2019,2,선릉역,294.9016782,1,71,59,3,3,9,0,134,12,146
683,20379539,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 4-2,서울특별시 강남구 도산대로,127.0223894,37.51695522,2019,2,신사역,436.4451131,1,32,25,8,1,2,1,65,4,69
684,20384590,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1338-11,서울특별시 서초구 강남대로51길,127.0302441,37.49127685,2019,5,강남역,127.3967287,1,52,62,14,5,6,1,128,14,142
685,20687169,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 890-60,서울특별시 강남구 테헤란로70길,127.0531431,37.50473517,2019,0,선릉역,459.1142666,1,39,48,3,6,6,2,90,14,104
686,20594326,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1306-2,서울특별시 서초구 강남대로,127.0257958,37.50030487,2019,11,신논현역,895.6564279,1,52,62,14,5,6,1,128,14,142
687,20599871,커피빈,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 101-3,서울특별시 성북구 개운사길,127.0295587,37.58698067,2019,4,안암역,98.53869296,1,15,8,0,3,2,0,23,5,28
688,25426701,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 234-25,서울특별시 강남구 봉은사로,127.0346447,37.50783825,2019,4,언주역,179.9600818,1,32,25,8,1,2,1,65,4,69
689,20380167,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 34-21,서울특별시 강남구 논현로,127.0295177,37.51595077,2019,3,학동역,270.6603963,1,32,25,8,1,2,1,65,4,69
690,20687168,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 735-32,서울특별시 강남구 테헤란로20길,127.0341242,37.49907574,2019,1,동오역,128.7034635,1,71,59,3,3,9,0,134,12,146
691,20696225,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 909-8,서울특별시 서초구 효령로,126.9969256,37.48145648,2019,9,방배역,20.71199929,1,31,10,1,2,2,0,42,4,46
692,23201658,커피빈,11680,강남구,1168011000,압구정동,서울특별시 강남구 압구정동 442,서울특별시 강남구 압구정로29길,127.0269816,37.53179742,2019,0,압구정역,923.8794372,1,0,3,0,0,0,0,3,0,3
693,20470512,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1328-3,서울특별시 서초구 강남대로,127.0281972,37.49564817,2019,9,강남역,427.6209974,1,52,62,14,5,6,1,128,14,142
694,20005513,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 668-17,서울특별시 강남구 논현로,127.0365025,37.50233896,2019,2,동오역,346.3477544,1,71,59,3,3,9,0,134,12,146
695,25992659,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 707-2,서울특별시 강남구 테헤란로,127.0450339,37.50293085,2019,2,선릉역,294.9016782,1,71,59,3,3,9,0,134,12,146
696,25992731,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 890-60,서울특별시 강남구 테헤란로70길,127.0531431,37.50473517,2019,0,선릉역,459.1142666,1,39,48,3,6,6,2,90,14,104
697,25991543,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.0348844,37.50064078,2019,1,동오역,158.7376975,1,71,59,3,3,9,0,134,12,146
698,25990509,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.0389913,37.52611101,2019,1,압구정로데오역,421.007889,1,22,22,7,2,6,1,51,9,60
699,8921308,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 77-11,서울특별시 강남구 영동대로,127.0594668,37.51455313,2019,4,봉은사역,335.7661608,1,41,19,12,0,3,1,72,4,76
700,8696922,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 660-1,서울특별시 강남구 압구정로46길,127.0368931,37.52827446,2019,2,압구정로데오역,407.8150353,1,22,22,7,2,6,1,51,9,60
701,25991098,커피빈,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 88,서울특별시 송파구 올림픽로,127.1157765,37.52034939,2019,2,한성백제역,486.0446009,1,16,11,0,0,2,0,27,2,29
702,26445960,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2019,2,언주역,471.5870431,1,32,25,8,1,2,1,65,4,69
703,19992231,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 120-13,서울특별시 강남구 삼성로,127.054131,37.51069906,2019,2,중앙역,506.7921099,1,41,19,12,0,3,1,72,4,76
704,20608022,커피빈,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.1030943,37.48731104,2019,6,수서역,245.7309654,1,3,7,0,0,2,0,10,4,14
705,23779055,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-31,서울특별시 서초구 서초대로73길,127.025717,37.49853815,2019,5,강남역,815.9225552,1,52,62,14,5,6,1,128,14,142
706,23415742,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 425,서울특별시 강남구 논현로,127.0432328,37.48187659,2019,3,매봉역,645.8076189,1,9,11,0,0,0,2,21,2,23
707,20613511,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 570-12,서울특별시 강남구 논현로167길,127.0274056,37.52441229,2019,1,압구정역,126.1211738,1,22,22,7,2,6,1,51,9,60
708,20010357,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 92-12,서울특별시 강남구 도산대로67길,127.0444085,37.52448802,2019,3,압구정로데오역,616.0859648,1,21,15,9,0,2,0,45,2,47
709,20413973,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 530-4,서울특별시 강남구 압구정로12길,127.0223259,37.52355039,2019,2,신사역,536.582438,1,22,22,7,2,6,1,51,9,60
710,20391346,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1572-7,서울특별시 서초구 서초대로,127.0123549,37.49295779,2019,2,서초역,401.7673935,1,52,62,14,5,6,1,128,14,142
711,20497137,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 705-1,서울특별시 강남구 테헤란로,127.0472097,37.5043811,2019,0,선릉역,172.5824539,1,71,59,3,3,9,0,134,12,146
712,20016170,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 1141,서울특별시 서초구 신반포로,126.9872107,37.50173741,2019,1,구반포역,90.14208828,1,21,10,5,0,8,0,38,8,46
713,20024243,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039458,37.52147439,2019,2,압구정로데오역,898.781633,1,32,25,8,1,2,1,65,4,69
714,20656771,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 627-17,서울특별시 강남구 언주로,127.0327819,37.52334815,2019,2,압구정역,394.7236579,1,22,22,7,2,6,1,51,9,60
715,23698616,커피빈,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 181-3,서울특별시 송파구 올림픽로,127.0816764,37.51141201,2019,0,종합운동장역,652.7167293,1,9,9,3,1,4,0,21,5,26
716,20007363,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-17,서울특별시 서초구 강남대로,127.0228039,37.50684884,2019,4,신논현역,815.8470693,1,21,10,5,0,8,0,38,8,46
717,20701159,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 88-9,서울특별시 강남구 학동로,127.0320341,37.5146739,2019,0,학동역,47.89067576,1,32,25,8,1,2,1,65,4,69
718,23486140,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 851-4,서울특별시 서초구 방배로,126.992826,37.4895311,2019,4,내방역,159.361699,1,31,10,1,2,2,0,42,4,46
719,20484104,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 648-12,서울특별시 강남구 도산대로49길,127.0369742,37.52372481,2019,1,압구정로데오역,739.4652239,1,22,22,7,2,6,1,51,9,60
720,23767397,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 831-21,서울특별시 강남구 강남대로,127.0299591,37.4940768,2019,7,강남역,201.97533,1,71,59,3,3,9,0,134,12,146
721,25990534,커피빈,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 101-3,서울특별시 성북구 개운사길,127.0295587,37.58698067,2019,4,안암역,98.53869296,1,15,8,0,3,2,0,23,5,28
722,25992775,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1304,서울특별시 서초구 강남대로,127.0248644,37.50235159,2019,12,신논현역,794.0852295,1,52,62,14,5,6,1,128,14,142
723,25992038,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-74,서울특별시 강남구 선릉로86길,127.0505138,37.50336248,2019,3,선릉역,192.2445222,1,39,48,3,6,6,2,90,14,104
724,25991768,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.0561648,37.50458815,2019,0,한티역,721.5605197,1,39,48,3,6,6,2,90,14,104
725,25991156,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1330-8,서울특별시 서초구 사임당로,127.0283369,37.49272089,2019,4,강남역,214.4004808,1,52,62,14,5,6,1,128,14,142
726,25989745,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 814-5,서울특별시 강남구 강남대로,127.0260445,37.50205497,2019,14,신논현역,736.1291178,1,71,59,3,3,9,0,134,12,146
727,25992464,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 827-65,서울특별시 강남구 테헤란로8길,127.032149,37.49614015,2019,0,강남역,438.1330025,1,71,59,3,3,9,0,134,12,146
728,25989762,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 816-6,서울특별시 강남구 테헤란로1길,127.02728,37.50010085,2019,8,신논현역,840.9918334,1,71,59,3,3,9,0,134,12,146
729,25992546,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-1,서울특별시 강남구 영동대로,127.0610126,37.51034849,2019,2,봉은사역,529.8206417,1,41,19,12,0,3,1,72,4,76
730,8972360,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 88,서울특별시 강남구 선릉로158길,127.0408215,37.52542307,2019,1,압구정로데오역,447.9204804,1,21,15,9,0,2,0,45,2,47
731,9218388,커피빈,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-12,서울특별시 송파구 올림픽로35가길,127.1029857,37.51624324,2019,0,잠실역,254.4651403,1,13,4,0,0,6,4,17,11,28
732,25740575,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-14,서울특별시 강남구 강남대로,127.0297769,37.49504844,2019,7,강남역,309.7248843,1,71,59,3,3,9,0,134,12,146
733,25610496,커피빈,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.1030943,37.48731104,2019,6,수서역,245.7309654,1,3,7,0,0,2,0,10,4,14
734,25701057,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 820-9,서울특별시 강남구 강남대로,127.0276118,37.49893221,2019,4,강남역,779.3963924,1,71,59,3,3,9,0,134,12,146
735,25627454,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 108-12,서울특별시 강남구 봉은사로103길,127.0617574,37.51500386,2019,2,봉은사역,134.7472151,1,41,19,12,0,3,1,72,4,76
736,20385889,커피빈,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 242-9,서울특별시 송파구 석촌호수로,127.0900046,37.50743072,2019,4,잠실새내역,462.3453849,1,9,9,3,1,4,0,21,5,26
737,20390997,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 418,서울특별시 강남구 논현로38길,127.0450402,37.48556754,2019,7,매봉역,216.0298603,1,9,11,0,0,0,2,21,2,23
738,20027234,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 653,서울특별시 강남구 남부순환로,127.057935,37.49241999,2019,1,도곡역,326.3112962,1,39,48,3,6,6,2,90,14,104
739,20027749,커피빈,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 359-11,서울특별시 노원구 한글비석로,127.076456,37.65120464,2019,5,상계역,1123.719308,1,3,3,0,6,2,0,6,8,14
740,20027501,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 650-9,서울특별시 강남구 논현로,127.0349403,37.50684049,2019,4,언주역,159.9730775,1,71,59,3,3,9,0,134,12,146
741,20611988,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.0389913,37.52611101,2019,1,압구정로데오역,421.007889,1,22,22,7,2,6,1,51,9,60
742,20382185,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2019,2,언주역,471.5870431,1,32,25,8,1,2,1,65,4,69
743,20594675,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1685-8,서울특별시 서초구 서초중앙로24길,127.0163934,37.49544236,2019,3,교대역,106.6104463,1,52,62,14,5,6,1,128,14,142
744,20027192,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.0561648,37.50458815,2019,0,한티역,721.5605197,1,39,48,3,6,6,2,90,14,104
745,22109135,커피빈,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-3,서울특별시 강북구 도봉로,127.0270285,37.63867041,2019,6,수유역,541.4791769,1,3,3,0,0,0,0,6,0,6
746,20093809,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-74,서울특별시 강남구 선릉로86길,127.0505138,37.50336248,2019,3,선릉역,192.2445222,1,39,48,3,6,6,2,90,14,104
747,25873274,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-18,서울특별시 서초구 강남대로65길,127.0253102,37.5002468,2019,9,신논현역,927.6350554,1,52,62,14,5,6,1,128,14,142
748,25745854,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1320-10,서울특별시 서초구 서초대로74길,127.0268953,37.49662862,2019,7,강남역,581.9892337,1,52,62,14,5,6,1,128,14,142
749,25782820,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1602-5,서울특별시 서초구 서초중앙로,127.0155622,37.48553283,2019,4,남부터미널역,125.0875735,1,52,62,14,5,6,1,128,14,142
750,20507848,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1304,서울특별시 서초구 강남대로,127.0248644,37.50235159,2019,12,신논현역,794.0852295,1,52,62,14,5,6,1,128,14,142
751,25226698,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1361-1,서울특별시 서초구 강남대로,127.0323214,37.48715803,2019,5,양재역,279.7580209,1,52,62,14,5,6,1,128,14,142
752,11921207,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 761-6,서울특별시 서초구 방배중앙로,126.9855167,37.49570384,2019,2,구반포역,662.5087183,1,31,10,1,2,2,0,42,4,46
753,25933914,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 580-5,서울특별시 강남구 논현로175길,127.0279007,37.52636264,2019,3,압구정역,315.2641411,1,22,22,7,2,6,1,51,9,60
754,11793480,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 895-1,서울특별시 강남구 삼성로85길,127.0542693,37.50422158,2019,0,한티역,605.1372381,1,39,48,3,6,6,2,90,14,104
755,11926876,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-18,서울특별시 서초구 강남대로65길,127.0253102,37.5002468,2019,9,신논현역,927.6350554,1,52,62,14,5,6,1,128,14,142
756,11921205,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.0300745,37.4965196,2019,0,강남역,465.09777,1,71,59,3,3,9,0,134,12,146
757,11751889,커피빈,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 102-10,서울특별시 성북구 인촌로24길,127.0295271,37.58505218,2019,3,안암역,116.9390411,1,15,8,0,3,2,0,23,5,28
758,11774296,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-16,서울특별시 강남구 삼성로86길,127.0582863,37.50587557,2019,1,한티역,948.0287052,1,39,48,3,6,6,2,90,14,104
759,11861382,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219,37.50836401,2019,3,중앙역,771.6854026,1,41,19,12,0,3,1,72,4,76
760,11934149,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-5,서울특별시 강남구 영동대로,127.0676206,37.49925476,2019,1,학여울역,465.2756695,1,39,48,3,6,6,2,90,14,104
761,12106397,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 961,서울특별시 강남구 삼성로,127.0589896,37.50300681,2019,3,한티역,778.5636551,1,39,48,3,6,6,2,90,14,104
762,12425775,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1451-81,서울특별시 서초구 반포대로,127.0131653,37.4812148,2019,4,남부터미널역,633.6534059,1,52,62,14,5,6,1,128,14,142
763,12433922,커피빈,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 40-4,서울특별시 서초구 신반포로47길,127.0194363,37.51094776,2019,2,잠원역,717.9580986,1,23,4,3,2,0,0,30,2,32
764,12228541,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 718-20,서울특별시 강남구 테헤란로34길,127.0398667,37.50105081,2019,2,역삼역,67.8641993,1,71,59,3,3,9,0,134,12,146
765,12425938,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1328-7,서울특별시 서초구 강남대로,127.0283372,37.49531593,2019,8,강남역,389.7972396,1,52,62,14,5,6,1,128,14,142
766,12455492,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 947,서울특별시 강남구 영동대로85길,127.0628745,37.50708344,2019,4,봉은사역,854.3925299,1,39,48,3,6,6,2,90,14,104
767,12464735,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2019,4,장지역,273.2399595,1,15,13,0,7,2,4,28,13,41
768,12552347,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 543-1,서울특별시 강남구 도곡로,127.0416529,37.492262,2019,4,매봉역,734.6638377,1,9,11,0,0,0,2,21,2,23
769,12518035,커피빈,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 724-1,서울특별시 노원구 노해로,127.0623975,37.65440054,2019,4,노원역,169.6856168,1,13,4,0,13,4,2,17,19,36
770,12229526,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1553-3,서울특별시 서초구 서초대로,127.0092578,37.49199476,2019,2,서초역,163.1849854,1,52,62,14,5,6,1,128,14,142
771,12119970,커피빈,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 326-8,서울특별시 서초구 동산로,127.0401185,37.46900223,2019,3,양재시민의숲역,191.4911227,1,8,3,0,0,0,0,11,0,11
772,12603643,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2019,2,한티역,430.3567195,1,39,48,3,6,6,2,90,14,104
773,12593614,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 748-12,서울특별시 서초구 강남대로,127.0238386,37.50469487,2019,3,신논현역,756.4599426,1,21,10,5,0,8,0,38,8,46
774,12493022,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1316-5,서울특별시 서초구 서초대로,127.0244987,37.49742881,2019,3,교대역,689.5707775,1,52,62,14,5,6,1,128,14,142
775,12502385,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 643-1,서울특별시 송파구 법원로,127.1209979,37.48604895,2019,0,문정역,196.5074047,1,15,13,0,7,2,4,28,13,41
776,12599693,커피빈,11290,성북구,1129011100,삼선동1가,서울특별시 성북구 삼선동1가 25,서울특별시 성북구 삼선교로,127.0071205,37.58756895,2019,3,한성대입구역,156.8451536,1,0,3,0,0,0,0,3,0,3
777,12596126,커피빈,11710,송파구,1171010900,장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로,127.1437439,37.47854792,2019,3,거여역,1749.685274,1,3,3,0,2,2,0,6,4,10
778,12597914,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.0260336,37.50550591,2019,2,신논현역,545.4666814,1,32,25,8,1,2,1,65,4,69
779,12582976,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 634,서울특별시 송파구 충민로,127.124941,37.47760822,2019,1,장지역,149.0061895,1,15,13,0,7,2,4,28,13,41
