field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd,star,coffee,paul,mega,paik,com,high,low,total
125,11707694,스타벅스,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.0339835,37.60118133,2018,3,월곡역,660.7646387,1,6,0,0,0,2,0,6,2,8
126,25637642,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233,37.49189964,2018,2,문정역,619.3352199,1,13,1,0,4,4,2,14,10,24
127,28520216,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.0306855,37.61184062,2018,6,미아사거리역,355.3946219,1,9,0,0,7,0,0,9,7,16
128,11757465,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,2018,5,내방역,486.5221342,1,31,10,1,2,2,0,42,4,46
129,11765466,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.0574281,37.50756271,2018,3,봉은사역,951.9506062,1,41,19,12,0,3,1,72,4,76
130,11798770,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2018,2,동오역,856.7823164,1,71,59,3,3,9,0,134,12,146
131,12064739,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.0211081,37.61838418,2018,5,삼양사거리역,334.0012313,1,9,0,0,7,0,0,9,7,16
132,11978034,스타벅스,11290,성북구,1129011700,동선동2가,서울특별시 성북구 동선동2가 134,서울특별시 성북구 보문로34길,127.0188421,37.59082962,2018,1,성신여대입구역,311.0068229,1,3,0,0,0,0,0,3,0,3
133,12076165,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205089,37.50654446,2018,2,방이역,467.429013,1,16,11,0,0,2,0,27,2,29
134,11931405,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2018,2,학동역,304.1309253,1,32,25,8,1,2,1,65,4,69
135,12042236,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,2018,2,대치역,567.1478876,1,39,48,3,6,6,2,90,14,104
136,11869893,스타벅스,11650,서초구,1165011100,신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.0562524,37.4472724,2018,1,청계산입구역,197.6100625,1,3,0,0,0,0,0,3,0,3
137,11970460,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.0295417,37.52632207,2018,2,압구정역,326.8034958,1,22,22,7,2,6,1,51,9,60
138,11836610,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.0119225,37.50861449,2018,2,반포역,35.85450429,1,23,4,3,2,0,0,30,2,32
139,11931313,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.0588155,37.50335683,2018,2,한티역,787.7550379,1,39,48,3,6,6,2,90,14,104
140,12421780,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.9865526,37.49352318,2018,2,구반포역,902.3410263,1,31,10,1,2,2,0,42,4,46
141,12104846,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.0306939,37.4923528,2018,5,강남역,2.369835751,1,71,59,3,3,9,0,134,12,146
142,12129375,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.1074057,37.51460076,2018,1,몽촌토성역,398.6043409,1,16,11,0,0,2,0,27,2,29
143,12434847,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506,37.52188494,2018,0,신사역,414.1752925,1,22,22,7,2,6,1,51,9,60
144,12338982,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.0418193,37.52525095,2018,0,압구정로데오역,467.839663,1,21,15,9,0,2,0,45,2,47
145,12611340,스타벅스,11710,송파구,1171010900,장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로,127.1437439,37.47854792,2018,3,거여역,1749.685274,1,3,3,0,2,2,0,6,4,10
146,12584840,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2018,4,장지역,273.2399595,1,15,13,0,7,2,4,28,13,41
147,12510878,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958,37.5183013,2018,1,강남구청역,113.83861,1,21,15,9,0,2,0,45,2,47
148,12431198,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056441,37.52217895,2018,5,청담역,271.9541979,1,21,15,9,0,2,0,45,2,47
149,12478338,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205658,37.50650884,2018,2,방이역,464.1394328,1,16,11,0,0,2,0,27,2,29
150,12514290,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.0225824,37.50736061,2018,2,사평역,840.7067423,1,21,10,5,0,8,0,38,8,46
151,12573377,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.1207441,37.4845513,2018,0,문정역,363.7383535,1,15,13,0,7,2,4,28,13,41
152,12553778,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029302,37.60761238,2018,5,길음역,628.5972803,1,6,0,0,4,2,0,6,6,12
153,12576496,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2018,4,신사역,534.7683065,1,23,4,3,2,0,0,30,2,32
154,12563750,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885,37.51577952,2018,4,잠실역,339.4342733,1,13,4,0,0,6,4,17,11,28
155,12657109,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.9830474,37.48598728,2018,5,이수역,189.1641217,1,31,10,1,2,2,0,42,4,46
156,12637945,스타벅스,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.0722546,37.62636612,2018,9,공릉역,80.0787937,1,6,0,0,2,2,0,6,4,10
157,12666554,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.0266434,37.50209594,2018,12,신논현역,695.7155602,1,71,59,3,3,9,0,134,12,146
158,12521573,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2018,4,신사역,534.7683065,1,23,4,3,2,0,0,30,2,32
159,12520814,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 올림픽로35길,127.098885,37.51577952,2018,4,잠실역,339.4342733,1,13,4,0,0,6,4,17,11,28
160,12521939,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.0068163,37.50642716,2018,2,고속터미널역,244.1040668,1,21,10,5,0,8,0,38,8,46
161,12665937,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.0285648,37.49783175,2018,4,강남역,636.402494,1,71,59,3,3,9,0,134,12,146
162,14057308,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2018,2,마들역,739.0036503,1,13,4,0,13,4,2,17,19,36
163,16206207,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2018,2,문정역,84.42352415,1,15,13,0,7,2,4,28,13,41
164,16209256,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2018,1,압구정역,599.8491225,1,22,22,7,2,6,1,51,9,60
165,16242201,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.1230757,37.48628966,2018,2,문정역,213.979985,1,15,13,0,7,2,4,28,13,41
166,16059494,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.03005,37.48442722,2018,4,양재역,297.9490145,1,52,62,14,5,6,1,128,14,142
167,16129812,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.9960731,37.48433262,2018,4,방배역,348.1822509,1,31,10,1,2,2,0,42,4,46
168,16095836,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048501,37.51135667,2018,1,중앙역,31.89341376,1,41,19,12,0,3,1,72,4,76
169,16009661,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.0292201,37.49351207,2018,9,강남역,184.1165629,1,52,62,14,5,6,1,128,14,142
170,16219813,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036609,37.48524679,2018,7,양재역,289.3806567,1,9,11,0,0,0,2,21,2,23
171,16252691,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.0240884,37.50375083,2018,4,신논현역,773.0260157,1,52,62,14,5,6,1,128,14,142
172,16109325,스타벅스,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.1281717,37.50898908,2018,2,방이역,262.6813583,1,6,0,0,0,0,0,6,0,6
173,16196627,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 307-2,서울특별시 서초구 언남10길,127.0441064,37.47365699,2018,1,양재시민의숲역,654.2502012,1,8,3,0,0,0,0,11,0,11
174,16113431,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.1362616,37.4969833,2018,3,개롱역,279.4535318,1,13,1,0,4,4,2,14,10,24
175,20847208,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2018,3,고속터미널역,243.5382104,1,21,10,5,0,8,0,38,8,46
176,20680373,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 28-1,서울특별시 서초구 강남대로,127.0197628,37.51366263,2019,4,신사역,668.2031127,1,23,4,3,2,0,0,30,2,32
177,20288646,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-26,서울특별시 강남구 테헤란로103길,127.0638782,37.51003785,2019,4,봉은사역,528.7146482,1,41,19,12,0,3,1,72,4,76
178,25467314,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.0206347,37.5161838,2019,4,신사역,416.5568483,1,32,25,8,1,2,1,65,4,69
179,25576902,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 180-8,서울특별시 송파구 위례성대로,127.1163168,37.51578507,2019,1,한성백제역,128.2724553,1,16,11,0,0,2,0,27,2,29
180,5133712,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0571003,37.5129394,2019,2,봉은사역,580.9949686,1,41,19,12,0,3,1,72,4,76
181,20545007,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 79,서울특별시 송파구 중대로,127.1215333,37.49440578,2019,4,가락시장역,336.5378535,1,13,1,0,4,4,2,14,10,24
182,20003237,스타벅스,11710,송파구,1171010500,석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.1060134,37.50424607,2019,2,석촌역,410.1451579,1,4,0,0,0,0,0,4,0,4
183,20706065,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로,127.0404418,37.60181969,2019,2,월곡역,87.64121512,1,6,0,0,4,2,0,6,6,12
184,20009393,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로,127.0268289,37.49825898,2019,6,강남역,739.5169922,1,52,62,14,5,6,1,128,14,142
185,23271125,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2019,2,한티역,430.3567195,1,39,48,3,6,6,2,90,14,104
186,20325090,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 53,서울특별시 강남구 학동로,127.0514396,37.51868785,2019,4,강남구청역,374.9359893,1,41,19,12,0,3,1,72,4,76
187,20082320,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1439-14,서울특별시 서초구 남부순환로339길,127.0215728,37.48591615,2019,3,남부터미널역,555.142941,1,52,62,14,5,6,1,128,14,142
188,20488763,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2019,0,압구정로데오역,329.2732012,1,21,15,9,0,2,0,45,2,47
189,20006883,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-5,서울특별시 서초구 서초대로78길,127.027735,37.49553624,2019,7,강남역,440.2823782,1,52,62,14,5,6,1,128,14,142
190,20391638,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.0412398,37.51660516,2019,4,강남구청역,559.672791,1,32,25,8,1,2,1,65,4,69
191,23321462,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 830-69,서울특별시 강남구 역삼로,127.0330005,37.49412876,2019,2,강남역,281.4703543,1,71,59,3,3,9,0,134,12,146
192,20250808,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 92,서울특별시 성북구 인촌로,127.0307477,37.5860984,2019,5,안암역,118.5892963,1,15,8,0,3,2,0,23,5,28
193,20093795,스타벅스,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.0790291,37.51052638,2019,3,종합운동장역,422.6885766,1,9,9,3,1,4,0,21,5,26
194,20607525,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,2019,4,대치역,177.3609075,1,39,48,3,6,6,2,90,14,104
195,23310463,스타벅스,11290,성북구,1129010500,동소문동2가,서울특별시 성북구 동소문동2가 11,서울특별시 성북구 동소문로,127.0073203,37.58872396,2019,5,한성대입구역,42.58094564,1,3,0,0,0,0,0,3,0,3
196,23288567,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 851-1,서울특별시 서초구 방배로,126.9924576,37.49001452,2019,5,내방역,219.7677482,1,31,10,1,2,2,0,42,4,46
197,19993461,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 안암로,127.0317018,37.58848499,2019,0,안암역,333.3844977,1,15,8,0,3,2,0,23,5,28
198,20600882,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-17,서울특별시 송파구 송파대로,127.0995353,37.51532494,2019,4,잠실역,263.7443032,1,13,4,0,0,6,4,17,11,28
199,20014593,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2019,2,구반포역,491.765889,1,31,10,1,2,2,0,42,4,46
200,23514101,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.9826899,37.4864978,2019,5,이수역,199.3085541,1,31,10,1,2,2,0,42,4,46
